filename,pneumonia_score,predicted_label,Atelectasis,Consolidation,Infiltration,Pneumothorax,Edema,Emphysema,Fibrosis,Effusion,Pneumonia,Pleural_Thickening,Cardiomegaly,Nodule,Mass,Hernia,Lung Lesion,Fracture,Lung Opacity,Enlarged Cardiomediastinum
0025.png,0.9268444,pneumonia,0.54889727,0.6214843,0.6334433,0.513255,0.4354927,0.5037919,0.56391156,0.7124787,0.26719907,0.59166706,0.5297619,0.51478004,0.5585201,0.017854186,0.18828179,0.50527465,0.9268444,0.6806747
0026.png,0.8592014,pneumonia,0.50934446,0.5445378,0.5564238,0.5244165,0.10456047,0.5027159,0.52761734,0.5495568,0.013532466,0.5630678,0.5372839,0.51048094,0.56564057,0.30130497,0.2202886,0.50306624,0.8592014,0.60334146
0027.png,0.8439508,pneumonia,0.5109048,0.5719823,0.63247114,0.5180949,0.13573004,0.5010995,0.5308816,0.58597386,0.06844193,0.5466174,0.5068216,0.52075493,0.5822124,0.03847154,0.2342889,0.50320536,0.8439508,0.5746108
0028.png,0.9455171,pneumonia,0.53057015,0.6829822,0.57929623,0.5227072,0.26237813,0.50138104,0.5299314,0.7566395,0.078051515,0.5653041,0.59311557,0.53761905,0.6665506,0.005243259,0.49024194,0.3841002,0.9455171,0.76377827
0029.png,0.87975985,pneumonia,0.5232081,0.5348933,0.57389665,0.5120547,0.03981758,0.5011829,0.52496636,0.5528239,0.0059408345,0.5848448,0.51110876,0.52627456,0.5736922,0.5048417,0.121363856,0.52280146,0.87975985,0.5619104
0030.png,0.9336302,pneumonia,0.53902113,0.58097374,0.51231575,0.5217879,0.01948653,0.5000813,0.5040133,0.7530252,0.0021334188,0.60111696,0.2914114,0.5071116,0.6207057,0.0127794,0.08555145,0.46592432,0.9336302,0.668594
0031.png,0.8416327,pneumonia,0.5292746,0.52814245,0.5366165,0.51137245,0.02810273,0.5015364,0.5235001,0.631202,0.0061652916,0.59687215,0.508149,0.5065492,0.5256065,0.16352955,0.053056642,0.5186319,0.8416327,0.5513081
0032.png,0.89155465,pneumonia,0.5352384,0.5341809,0.5677568,0.509767,0.036629993,0.50042194,0.5182136,0.57971895,0.0036024004,0.5512334,0.53471196,0.5066642,0.5351556,0.15439047,0.08203476,0.50870806,0.89155465,0.56652504
0033.png,0.92435914,pneumonia,0.5378241,0.5959172,0.5539708,0.5135013,0.06390731,0.50163686,0.5484673,0.72933894,0.029346416,0.6069446,0.47918814,0.52172095,0.60549027,0.018462367,0.022778926,0.51015365,0.92435914,0.5920171
0034.png,0.9736734,pneumonia,0.53755397,0.7219426,0.60646826,0.53388476,0.5058161,0.50625265,0.5438707,0.74813515,0.5058839,0.5849198,0.5046737,0.54246145,0.6398164,0.0004745465,0.2739862,0.41711125,0.9736734,0.7481735
0035.png,0.8658651,pneumonia,0.54320633,0.5245954,0.5569674,0.511337,0.029257718,0.50078136,0.53052616,0.6197353,0.003889957,0.5651324,0.4482784,0.5097631,0.51962626,0.1364636,0.034636408,0.5148425,0.8658651,0.52512383
0036.png,0.9386975,pneumonia,0.55329615,0.6008833,0.5638751,0.5202693,0.119262494,0.50096846,0.52747214,0.6769468,0.017598825,0.55768573,0.51091695,0.5214883,0.5958132,0.016230732,0.26314002,0.5140687,0.9386975,0.6188157
0037.png,0.924384,pneumonia,0.52732354,0.5714642,0.5769383,0.5175226,0.11367276,0.50326014,0.5529674,0.694926,0.008730037,0.6367034,0.547976,0.51552266,0.5480691,0.042890955,0.10034501,0.5138339,0.924384,0.6217587
0038.png,0.9137274,pneumonia,0.51574814,0.5575061,0.574314,0.51424366,0.03588758,0.50194263,0.57300174,0.6103517,0.4315541,0.55431056,0.14420465,0.51524377,0.589351,0.016492069,0.0009321484,0.5002792,0.9137274,0.5034205
0039.png,0.8995959,pneumonia,0.55484045,0.5705714,0.5475075,0.5180508,0.055955783,0.50321364,0.5364256,0.6704519,0.0053097974,0.6019517,0.48588595,0.51605606,0.6466098,0.04125319,0.5040598,0.5221356,0.8995959,0.68770283
0040.png,0.92370325,pneumonia,0.54674274,0.594875,0.6437627,0.5207237,0.44102857,0.50123274,0.5331825,0.6657129,0.14990157,0.5774224,0.5811397,0.5154526,0.53555834,0.060782325,0.067727186,0.5096721,0.92370325,0.58927155
0041.png,0.9416728,pneumonia,0.5377588,0.6197037,0.536783,0.5235298,0.07978618,0.5008624,0.5345106,0.743836,0.010065041,0.59443915,0.50529695,0.5171594,0.6022755,0.022712514,0.13464606,0.5140077,0.9416728,0.64608514
0042.png,0.79817176,pneumonia,0.50840044,0.5250513,0.5532714,0.52753437,0.08011257,0.5055795,0.54207504,0.5159836,0.018943774,0.5859225,0.34513256,0.509629,0.5313885,0.4749778,0.20582013,0.5118553,0.79817176,0.54232776
0043.png,0.90364367,pneumonia,0.5720009,0.574103,0.5655687,0.51955867,0.3624612,0.5064384,0.5149456,0.6498666,0.013782118,0.5471796,0.63568676,0.51308036,0.5837524,0.022529345,0.5418633,0.51810694,0.90364367,0.74385154
0044.png,0.8909155,pneumonia,0.55776656,0.557783,0.58134615,0.5267525,0.15460412,0.5031867,0.53771734,0.62719,0.013142875,0.57226634,0.5376595,0.51577544,0.5759902,0.2651225,0.34509957,0.5279267,0.8909155,0.6190692
0045.png,0.93852633,pneumonia,0.5057404,0.5484742,0.5502253,0.5162882,0.019533161,0.49238577,0.510764,0.5256109,0.0019647435,0.52585804,0.50409186,0.54293454,0.62154067,0.023411239,0.18466419,0.5004841,0.93852633,0.59331006
0046.png,0.87058204,pneumonia,0.5168785,0.51476115,0.5550795,0.5212877,0.03861798,0.5017515,0.5217944,0.54769933,0.0033877478,0.5835339,0.5081553,0.50318474,0.51326704,0.16001718,0.06493459,0.51379126,0.87058204,0.54953825
0047.png,0.8544489,pneumonia,0.52911824,0.5295862,0.5538309,0.5192913,0.040288385,0.501944,0.5401047,0.5884056,0.00420698,0.5882468,0.41839087,0.5083736,0.5300481,0.13188705,0.044161547,0.532887,0.8544489,0.52666426
0048.png,0.84532326,pneumonia,0.5224693,0.5322011,0.5534532,0.5126928,0.045415416,0.50293154,0.531158,0.6188276,0.009651951,0.5723417,0.40421286,0.5208125,0.5796313,0.07555238,0.18944539,0.5101361,0.84532326,0.61127055
0049.png,0.88318574,pneumonia,0.51011825,0.53628284,0.57376873,0.525206,0.08964973,0.5014372,0.52159977,0.5948293,0.042850126,0.55124414,0.5124432,0.50187564,0.53003836,0.039406594,0.028092023,0.38843498,0.88318574,0.5429571
0050.png,0.82375634,pneumonia,0.5479499,0.54143643,0.5489949,0.51628804,0.11257492,0.5017092,0.53031194,0.62350655,0.05380394,0.5571361,0.5396998,0.5143044,0.55070424,0.18263425,0.14249323,0.51236933,0.82375634,0.5484128
0051.png,0.93102163,pneumonia,0.5624362,0.5787552,0.57466185,0.5165429,0.14768,0.5002483,0.520297,0.7705845,0.027779007,0.5546746,0.57320976,0.5106473,0.57092917,0.041807055,0.052317668,0.5025023,0.93102163,0.6387826
0052.png,0.9081496,pneumonia,0.5467495,0.5473981,0.5615518,0.5195316,0.05793673,0.5006112,0.53480935,0.68178403,0.0038478822,0.5819109,0.52346313,0.51012707,0.54402196,0.17437676,0.11776276,0.52005744,0.9081496,0.5584212
0053.png,0.91803044,pneumonia,0.5390056,0.56172544,0.5460522,0.5136243,0.052265827,0.501423,0.5304325,0.75435257,0.006116769,0.58037996,0.5453218,0.5199742,0.5700047,0.02820768,0.06396775,0.5091642,0.91803044,0.58635235
0054.png,0.8979709,pneumonia,0.5521587,0.59857905,0.54703677,0.51039076,0.07990301,0.500396,0.5362648,0.6900835,0.03962355,0.5706276,0.60445654,0.53383577,0.6627458,0.062082782,0.33030784,0.5123929,0.8979709,0.68163884
0055.png,0.92172295,pneumonia,0.54649943,0.6025742,0.57376593,0.51765513,0.14779416,0.50104487,0.54215837,0.7810409,0.05093785,0.5794468,0.5142609,0.5228199,0.57099235,0.014398733,0.033461668,0.5076495,0.92172295,0.60965574
0056.png,0.95437884,pneumonia,0.49969822,0.6334651,0.6247387,0.51704025,0.21915159,0.5012028,0.54483545,0.67637646,0.13011043,0.58674264,0.52139294,0.5196364,0.56469643,0.0027586238,0.10347837,0.3225565,0.95437884,0.7126039
0057.png,0.89812607,pneumonia,0.5211729,0.5835228,0.5411068,0.5191853,0.077243954,0.5026447,0.53669965,0.6311797,0.06983407,0.6302668,0.30456567,0.51693934,0.6338438,0.04302332,0.10453516,0.5070666,0.89812607,0.60510564
0058.png,0.9211541,pneumonia,0.5182912,0.5967802,0.5409412,0.5151701,0.058388136,0.5015168,0.5273242,0.64901483,0.028073542,0.57017136,0.50484765,0.5373606,0.62502337,0.033274606,0.1503189,0.5038025,0.9211541,0.6198449
0059.png,0.8215736,pneumonia,0.5418458,0.56609035,0.46587238,0.52173126,0.026007967,0.5018219,0.5247657,0.66709983,0.062222138,0.5573594,0.36902192,0.5132899,0.641647,0.049419705,0.009759433,0.5098671,0.8215736,0.5236259
0060.png,0.85765254,pneumonia,0.55232406,0.5364233,0.5768267,0.51219213,0.06268883,0.5008075,0.5313095,0.6644195,0.022682676,0.61803055,0.51641786,0.50665,0.53382564,0.4181454,0.009456138,0.5199667,0.85765254,0.5436241
0061.png,0.87453765,pneumonia,0.5484382,0.57935685,0.53535676,0.51532304,0.0954196,0.5021729,0.52321625,0.6649679,0.011549446,0.57150584,0.57177305,0.5169293,0.5964315,0.05310218,0.30612904,0.52374244,0.87453765,0.6547989
0062.png,0.91420394,pneumonia,0.4049502,0.5489634,0.59779125,0.5132622,0.087995194,0.50115967,0.527978,0.52602553,0.038028665,0.5485488,0.56411904,0.51589525,0.52434367,0.008237017,0.06882841,0.3967987,0.91420394,0.59365994
0063.png,0.9288363,pneumonia,0.55518496,0.6001742,0.50484407,0.5290648,0.036498394,0.5012587,0.51536906,0.76390034,0.007667978,0.61294276,0.20036146,0.5118047,0.67443985,0.012783923,0.27812004,0.50822926,0.9288363,0.7341845
0064.png,0.94173914,pneumonia,0.5651737,0.62971324,0.61723065,0.5184262,0.38956422,0.50039244,0.555903,0.67510486,0.18712394,0.5712787,0.5031105,0.5222845,0.6438794,0.022943402,0.13515508,0.5098621,0.94173914,0.6147337
0065.png,0.9202905,pneumonia,0.5311359,0.59220016,0.5256531,0.5210712,0.040239595,0.50149935,0.52353483,0.655269,0.016038783,0.63292885,0.21273729,0.5095805,0.6243266,0.034565046,0.032020975,0.5032138,0.9202905,0.60846984
0066.png,0.8832308,pneumonia,0.50324726,0.5411334,0.59224594,0.50901926,0.09394115,0.50194603,0.54894114,0.58582425,0.008056503,0.57578915,0.5707387,0.50960064,0.5231849,0.0735953,0.25373664,0.50677085,0.8832308,0.64468426
0067.png,0.9166512,pneumonia,0.554824,0.5790128,0.520397,0.52523315,0.09802992,0.50116134,0.5071094,0.7382957,0.026242277,0.55224645,0.5075717,0.5140573,0.6229565,0.01796582,0.20233001,0.5008731,0.9166512,0.6672754
0068.png,0.92038506,pneumonia,0.53654116,0.5728691,0.5859618,0.51138103,0.14657137,0.4456103,0.51744026,0.67002714,0.025839655,0.54255855,0.62685454,0.51351035,0.5726752,0.08380574,0.089429855,0.49365819,0.92038506,0.6702775
0069.png,0.8993389,pneumonia,0.54054624,0.5992756,0.5235458,0.5381366,0.1429381,0.50338113,0.52578664,0.6903754,0.02811903,0.565573,0.5149382,0.5187322,0.6010241,0.014219013,0.50832456,0.4883344,0.8993389,0.66980016
0070.png,0.7890918,pneumonia,0.5499579,0.5395957,0.5732176,0.5294721,0.21326259,0.50878596,0.5376048,0.5891241,0.07253423,0.6003001,0.51794505,0.510507,0.5342866,0.2830416,0.23320861,0.52736735,0.7890918,0.5882962
0071.png,0.9211517,pneumonia,0.52254164,0.5714699,0.5596568,0.50929964,0.040191058,0.50102794,0.53448987,0.66523874,0.0048776404,0.60155225,0.43783075,0.50924015,0.55993336,0.06802727,0.09405599,0.5137508,0.9211517,0.5968829
0072.png,0.8788811,pneumonia,0.53327346,0.5511052,0.54794466,0.5203345,0.06786023,0.50251245,0.5334797,0.6134144,0.010733328,0.559186,0.5340899,0.5042827,0.52554804,0.039110087,0.16028011,0.5115683,0.8788811,0.5781941
0073.png,0.7877945,pneumonia,0.5033046,0.512976,0.5358436,0.5102787,0.0656782,0.5071065,0.52892053,0.50168025,0.011115548,0.5531448,0.5024781,0.5114653,0.5371201,0.06731796,0.2825567,0.5203341,0.7877945,0.59022343
0074.png,0.9430088,pneumonia,0.53950655,0.6476921,0.60069937,0.52011514,0.18602714,0.50148875,0.541471,0.68253696,0.09148633,0.5701556,0.47182652,0.51932853,0.5612799,0.007773041,0.27559662,0.5045574,0.9430088,0.6165129
0075.png,0.7412722,pneumonia,0.12264512,0.507956,0.52335644,0.5065048,0.025213169,0.5013796,0.5089843,0.41252646,0.0053104707,0.5181918,0.25975922,0.32948798,0.35141835,0.01553042,0.024897566,0.40870532,0.7412722,0.5315944
0076.png,0.90389794,pneumonia,0.5462465,0.54871184,0.5417652,0.5108073,0.022159588,0.50014174,0.5306394,0.6752708,0.002990429,0.59557474,0.51100504,0.5197966,0.60356563,0.1408716,0.04686346,0.5285117,0.90389794,0.5859684
0077.png,0.9746342,pneumonia,0.40925822,0.6709389,0.64211273,0.5122509,0.06781783,0.40413597,0.52276695,0.6885438,0.01640983,0.55009985,0.52025294,0.5141543,0.5546503,0.00081638654,0.30374974,0.19986735,0.9746342,0.7216681
0078.png,0.88990575,pneumonia,0.55254954,0.5821434,0.5188787,0.5275196,0.08793062,0.5019016,0.5174266,0.73493683,0.033463046,0.5604422,0.5042824,0.5188169,0.61117995,0.022753896,0.25381383,0.50349045,0.88990575,0.62263703
0079.png,0.9236513,pneumonia,0.55251616,0.58799773,0.63708735,0.52686226,0.5050316,0.50308776,0.5614413,0.6369338,0.059126973,0.6060221,0.5658461,0.52384615,0.57065576,0.17349473,0.46076941,0.5193747,0.9236513,0.62127346
0080.png,0.915294,pneumonia,0.5443694,0.5978444,0.5000429,0.5180906,0.049593735,0.5005305,0.51048,0.7817905,0.0064773797,0.5757249,0.33096787,0.5288144,0.6659894,0.008967044,0.21386376,0.5129087,0.915294,0.6648818
0081.png,0.83092964,pneumonia,0.55628216,0.54272074,0.56237435,0.517396,0.087101296,0.500109,0.5176462,0.6904678,0.024789607,0.60449314,0.51406467,0.50906837,0.5518316,0.32819182,0.11238574,0.5120667,0.83092964,0.5755911
0082.png,0.8401957,pneumonia,0.4876058,0.5358665,0.5429447,0.50660515,0.011475334,0.50111556,0.5246055,0.52779627,0.013727576,0.5793617,0.40108678,0.5056138,0.52334046,0.10987452,0.031323563,0.5116167,0.8401957,0.5851742
0083.png,0.93370914,pneumonia,0.6027779,0.63574994,0.6580442,0.53571886,0.5074867,0.5001322,0.5263885,0.73546,0.056902148,0.57156426,0.7014626,0.52630585,0.567011,0.15860383,0.5039192,0.5165895,0.93370914,0.6914575
0084.png,0.8381396,pneumonia,0.37976763,0.55963314,0.52945006,0.5078491,0.06387029,0.50114125,0.5282588,0.6156746,0.021127656,0.5806111,0.64399266,0.5057813,0.5172146,0.030580847,0.051141094,0.4528654,0.8381396,0.6854217
0085.png,0.8724144,pneumonia,0.55492353,0.58750266,0.5816474,0.55870193,0.50073594,0.50428796,0.55161864,0.58713996,0.10308064,0.5810435,0.5003594,0.51313305,0.5800158,0.11154153,0.37629125,0.5197509,0.8724144,0.58239126
0086.png,0.904349,pneumonia,0.5193876,0.5898274,0.52666926,0.52008235,0.050700653,0.4656748,0.5112188,0.65910614,0.0141248405,0.5350395,0.5758536,0.5079689,0.57817197,0.028897483,0.25320417,0.2926275,0.904349,0.64990187
0087.png,0.88054234,pneumonia,0.2826077,0.54193264,0.55481434,0.50835276,0.017461263,0.5012627,0.52681804,0.53439033,0.009781115,0.5792085,0.5165186,0.5063691,0.51507163,0.014367293,0.03311031,0.4945819,0.88054234,0.5719755
0088.png,0.7984067,pneumonia,0.5031426,0.5326952,0.5493108,0.52262735,0.032447744,0.5040704,0.54141927,0.5206797,0.021311931,0.58143586,0.40896562,0.5038223,0.5098878,0.09792282,0.19428188,0.5029392,0.7984067,0.54569674
0089.png,0.8957383,pneumonia,0.5476661,0.58460104,0.54695404,0.51861537,0.104839414,0.50113297,0.51932997,0.6710404,0.19585611,0.57569623,0.4821427,0.5151021,0.62817717,0.039290994,0.030650018,0.5023929,0.8957383,0.6102679
0090.png,0.81601036,pneumonia,0.54215264,0.5517868,0.53119755,0.51365376,0.059986323,0.50177085,0.53005517,0.66537493,0.10109448,0.582096,0.503024,0.5100057,0.60006976,0.35486484,0.0045957626,0.51453686,0.81601036,0.5393517
0091.png,0.860969,pneumonia,0.310942,0.5088862,0.569958,0.5029412,0.032457076,0.5017354,0.5480052,0.5206355,0.004510992,0.5768553,0.5139967,0.5049199,0.51041615,0.07912878,0.019494386,0.5021024,0.860969,0.55949616
0092.png,0.91084325,pneumonia,0.53871393,0.5997467,0.5097596,0.5223411,0.052239735,0.50466454,0.5285064,0.7073571,0.07400583,0.5708651,0.17567706,0.515841,0.6063005,0.00993238,0.022953043,0.50955254,0.91084325,0.59513825
0093.png,0.84090436,pneumonia,0.5154543,0.5251336,0.5526391,0.5077167,0.027345529,0.5022675,0.52679306,0.561218,0.0068703275,0.5992087,0.5072682,0.5040215,0.52482784,0.2852622,0.11547181,0.51464975,0.84090436,0.6204011
0094.png,0.9075188,pneumonia,0.5433704,0.58001125,0.51990783,0.5107984,0.06289078,0.5013339,0.5349988,0.7398296,0.0114610335,0.55264884,0.52205086,0.516089,0.6251129,0.030106254,0.11043816,0.5064894,0.9075188,0.61193025
0095.png,0.8986516,pneumonia,0.54825294,0.5653919,0.50723636,0.5234959,0.01837385,0.5040595,0.5409813,0.65802836,0.024353946,0.5747821,0.1023799,0.5257348,0.6779307,0.032028586,0.0032292483,0.51479936,0.8986516,0.52206695
0096.png,0.8605574,pneumonia,0.52872676,0.5640163,0.52151763,0.51925004,0.032433428,0.50106156,0.51220274,0.62678653,0.01381963,0.5640931,0.5092527,0.51012343,0.5544049,0.039496213,0.112260744,0.50870544,0.8605574,0.59699523
0097.png,0.94379365,pneumonia,0.5167563,0.6619667,0.59739935,0.5210015,0.22222571,0.5016955,0.56566036,0.6341075,0.095349334,0.61471844,0.40407532,0.5355874,0.6058257,0.008759821,0.19016445,0.5120786,0.94379365,0.6290251
0098.png,0.8638898,pneumonia,0.28366047,0.57121146,0.56435645,0.50301397,0.057206146,0.5042329,0.638379,0.5213121,0.08251496,0.5751244,0.36662886,0.5464822,0.5905598,0.003524691,0.021120602,0.3304753,0.8638898,0.56223094
0099.png,0.8107049,pneumonia,0.13097419,0.5148543,0.52288926,0.5082634,0.022939742,0.38404775,0.506205,0.46967673,0.0056088623,0.52283657,0.565214,0.35214853,0.30627856,0.004505518,0.017658986,0.19689216,0.8107049,0.5543883
